NU_CONTRATO;CO_PRODUTO;CO_UNIDADE;VR_EXPOSICAO;VR_PROVISAO;QT_DIAS_ATRASO
00000000000000000033;149;3597;6057,3;6057,3;1879
00000000000000000034;149;926;21492,51;21492,51;2762
00000000000000000035;149;1039;43375,15;43375,15;2164
00000000000000000036;149;1626;11039;11039;1686
00000000000000000037;149;219;13415,56;13415,56;2700
00000000000000000038;149;1681;11709,55;11709,55;1957
00000000000000000039;149;3143;25042,2;25042,2;1909
00000000000000000040;149;1756;9057,11;9057,11;1949
00000000000000000041;149;4399;100390,24;100390,24;1909
00000000000000000042;149;3108;664,45;664,45;773
00000000000000000043;149;747;22260,56;22260,56;2109
00000000000000000044;149;3;80876,64;80876,64;2609
00000000000000000045;149;273;4333,88;4333,88;1625
00000000000000000046;149;4040;719,92;719,92;4337
00000000000000000047;149;2151;8097,04;8097,04;3028
00000000000000000048;149;724;7453,37;7453,37;1800
00000000000000000049;149;1628;21326,25;21326,25;2790
00000000000000000050;149;1089;31181,77;31181,77;2552
00000000000000000001;150;995;601,67;601,67;9809
00000000000000000002;150;231;2007,95;2007,95;9347
00000000000000000003;150;494;2416,99;2416,99;5227
00000000000000000004;150;1604;1490,62;1490,62;9751
00000000000000000005;150;672;2210,84;2210,84;9766
00000000000000000006;150;3339;2409,5;2409,5;3833
00000000000000000007;150;588;958,96;958,96;9595
00000000000000000008;150;198;683,67;683,67;9490
00000000000000000009;150;198;314,64;314,64;9579
00000000000000000010;150;1365;571,11;571,11;9834
00000000000000000011;150;232;2260,68;2260,68;9797
00000000000000000012;150;816;2530,48;2530,48;9844
00000000000000000013;150;198;1050,05;1050,05;9831
00000000000000000014;150;545;3135,88;3135,88;6288
00000000000000000015;150;676;606,87;606,87;9745
00000000000000000016;150;2491;7007,91;7007,91;7349
00000000000000000017;150;198;820,57;820,57;9689
00000000000000000018;150;453;988,09;988,09;9913
00000000000000000019;150;1624;1933,44;1933,44;9751
00000000000000000020;150;2490;24987,45;24987,45;6369
00000000000000000021;150;222;922,26;922,26;8843
00000000000000000022;150;1604;3617,18;3617,18;9745
00000000000000000023;150;221;234,01;234,01;9950
00000000000000000024;150;198;2923,55;2923,55;9860
00000000000000000025;150;143;2778,28;2778,28;7875
00000000000000000026;150;1619;3634,27;3634,27;9891
00000000000000000027;150;885;2727,54;2727,54;6718
00000000000000000028;150;668;60,25;60,25;9418
00000000000000000029;150;451;384,82;384,82;9924
00000000000000000030;150;2387;763,58;763,58;9801
00000000000000000031;150;544;1079,46;1079,46;9687
00000000000000000032;150;209;1170,29;1170,29;8718
00000000000000000033;150;377;5824,98;5824,98;4720
00000000000000000034;150;1612;6570,93;6570,93;6473
00000000000000000035;150;198;2803,47;2803,47;9883
00000000000000000036;150;1344;3153,21;3153,21;9499
00000000000000000037;150;4;1796,48;1796,48;9890
00000000000000000038;150;351;53,81;53,81;9887
00000000000000000039;150;194;1098,77;1098,77;9746
00000000000000000040;150;1024;37,5;37,5;9596
00000000000000000041;150;233;1228,06;1228,06;9322
00000000000000000042;150;351;347,98;347,98;9706
00000000000000000043;150;232;2125,88;2125,88;9778
00000000000000000044;150;194;533,61;533,61;8659
00000000000000000045;150;634;88,38;88,38;5781
00000000000000000046;150;490;166,22;166,22;10019
00000000000000000047;150;588;594,2;594,2;9687
00000000000000000048;150;221;322,85;322,85;9564
00000000000000000049;150;1231;30,48;30,48;9929
00000000000000000050;150;1233;1019,68;1019,68;9480
00000000000000000001;151;908;13392,03;13392,03;9463
00000000000000000002;151;696;459,23;459,23;9428
00000000000000000003;151;377;24154,73;24154,73;9326
00000000000000000004;151;294;872,36;872,36;9402
00000000000000000005;151;1969;28834,21;28834,21;9380
00000000000000000006;151;1842;702,01;702,01;9348
00000000000000000007;151;1598;10837,43;10837,43;9315
00000000000000000008;151;1445;8944,3;8944,3;9393
00000000000000000009;151;2432;36721,3;36721,3;9425
00000000000000000010;151;306;9050,88;9050,88;9501
00000000000000000011;151;1084;21386,65;21386,65;9384
00000000000000000012;151;1638;255,88;255,88;8147
00000000000000000013;151;2230;10094,26;10094,26;9393
00000000000000000001;152;1539;8598,79;8598,79;9888
00000000000000000002;152;1031;7200,36;7200,36;9985
00000000000000000003;152;1031;8312,06;8312,06;9976
00000000000000000004;152;194;15806,67;15806,67;9863
00000000000000000005;152;1030;4497,39;4497,39;9994
00000000000000000006;152;1031;6790,47;6790,47;9976
00000000000000000007;152;1030;5290,71;5290,71;9987
00000000000000000008;152;1307;405,37;405,37;9497
00000000000000000009;152;973;7775,85;7775,85;9750
00000000000000000010;152;1825;15870;15870;9835
00000000000000000011;152;726;1625,8;1625,8;9539
00000000000000000012;152;1030;5717,79;5717,79;10026
00000000000000000013;152;434;1851,45;1851,45;9378
00000000000000000014;152;2399;6654,85;6654,85;9818
00000000000000000015;152;1502;19056,78;19056,78;9976
00000000000000000016;152;520;8304;8304;9748
00000000000000000017;152;29;2861,61;2861,61;9816
00000000000000000018;152;1108;3439,98;3439,98;9684
00000000000000000019;152;204;2507,64;2507,64;9907
00000000000000000020;152;52;289,31;289,31;10162
00000000000000000021;152;1030;5061,73;5061,73;10000
00000000000000000022;152;2186;8195,45;8195,45;9754
00000000000000000023;152;1030;7198,66;7198,66;10014
00000000000000000024;152;1030;2870,04;2870,04;10004
00000000000000000025;152;1030;4122,22;4122,22;10009
00000000000000000026;152;1051;7406,93;7406,93;9728
00000000000000000027;152;1030;7653,71;7653,71;9999
00000000000000000028;152;1030;5644,3;5644,3;9976
00000000000000000029;152;1031;8147,81;8147,81;9975
00000000000000000030;152;482;286,88;286,88;9558
00000000000000000031;152;974;1517,57;1517,57;9996
00000000000000000032;152;973;17594,27;17594,27;9743
00000000000000000033;152;1031;6995,07;6995,07;9964
00000000000000000034;152;2042;2026,56;2026,56;9492
00000000000000000035;152;2195;9243,06;9243,06;8899
00000000000000000036;152;683;14677,04;14677,04;9407
00000000000000000037;152;1131;11106,89;11106,89;9408
00000000000000000038;152;1030;6564,67;6564,67;9979
00000000000000000039;152;76;5268,22;5268,22;9263
00000000000000000040;152;1502;9744,6;9744,6;9967
00000000000000000041;152;995;3635,81;3635,81;9684
00000000000000000042;152;1502;8260,91;8260,91;9986
00000000000000000043;152;1030;3700,46;3700,46;10002
00000000000000000044;152;1030;3576,62;3576,62;9985
00000000000000000045;152;680;1076,53;1076,53;9620
00000000000000000046;152;1030;4856,15;4856,15;9992
00000000000000000047;152;1502;9627,89;9627,89;9965
00000000000000000048;152;1031;7469,63;7469,63;9972
00000000000000000049;152;49;6981,67;6981,67;9964
00000000000000000050;152;228;1233,46;1233,46;9769
00000000000000000001;154;46;34,81;34,81;10357
00000000000000000002;154;46;36,91;36,91;10375
00000000000000000003;154;46;103,14;103,14;10350
00000000000000000004;154;222;43,05;43,05;10356
00000000000000000005;154;46;103,37;103,37;10350
00000000000000000006;154;225;48,83;48,83;10367
00000000000000000007;154;46;89,9;89,9;10350
00000000000000000008;154;46;77,8;77,8;10352
00000000000000000009;154;214;29,82;29,82;10320
00000000000000000010;154;46;100,49;100,49;10352
00000000000000000011;154;46;83,89;83,89;10339
00000000000000000012;154;46;47,73;47,73;10369
00000000000000000013;154;49;120,9;120,9;10295
00000000000000000014;154;198;45,83;45,83;10212
00000000000000000015;154;233;3784,76;3784,76;10316
00000000000000000016;154;46;103,93;103,93;10353
00000000000000000017;154;46;67,79;67,79;10332
00000000000000000018;154;46;72,75;72,75;10358
00000000000000000019;154;46;64,22;64,22;10351
00000000000000000020;154;46;101,23;101,23;10360
00000000000000000021;154;544;13,62;13,62;10375
00000000000000000022;154;2387;68,67;68,67;10221
00000000000000000023;154;46;99,47;99,47;10347
00000000000000000024;154;46;37,73;37,73;10379
00000000000000000025;154;46;79,73;79,73;10358
00000000000000000026;154;224;46,48;46,48;10373
00000000000000000027;154;1029;110,57;110,57;10308
00000000000000000028;154;46;87,59;87,59;10339
00000000000000000029;154;46;77,54;77,54;10377
00000000000000000030;154;1344;82,1;82,1;10352
00000000000000000031;154;545;44,53;44,53;10353
00000000000000000032;154;46;78,37;78,37;10339
00000000000000000033;154;176;13,11;13,11;10336
00000000000000000034;154;222;46,68;46,68;10321
00000000000000000035;154;46;67,43;67,43;10375
00000000000000000036;154;995;44,82;44,82;10335
00000000000000000037;154;176;15,62;15,62;10360
00000000000000000038;154;46;80,74;80,74;10374
00000000000000000039;154;1327;96,73;96,73;10354
00000000000000000040;154;46;41,16;41,16;10350
00000000000000000041;154;219;24,12;24,12;10360
00000000000000000042;154;46;104,29;104,29;10352
00000000000000000043;154;46;76,75;76,75;10353
00000000000000000044;154;673;56,86;56,86;10371
00000000000000000045;154;1094;41,99;41,99;10340
00000000000000000046;154;46;103,57;103,57;10354
00000000000000000047;154;46;79,85;79,85;10353
00000000000000000048;154;46;82,89;82,89;10353
00000000000000000049;154;46;136,23;136,23;10341
00000000000000000050;154;1327;9,9;9,9;10377
00000000000000000001;155;632;3616,31;3616,31;9653
00000000000000000002;155;2387;11,37;11,37;10522
00000000000000000003;155;55;48,2;48,2;10270
00000000000000000004;155;46;153,68;153,68;10164
00000000000000000005;155;46;50,6;50,6;10284
00000000000000000006;155;46;53,79;53,79;10276
00000000000000000007;155;46;42,37;42,37;10382
00000000000000000008;155;46;51,91;51,91;10238
00000000000000000009;155;46;71,1;71,1;10250
00000000000000000010;155;46;150,05;150,05;10118
00000000000000000011;155;46;32,36;32,36;10280
00000000000000000012;155;46;21,53;21,53;10444
00000000000000000013;155;190;29,88;29,88;10296
00000000000000000014;155;46;59,9;59,9;10241
00000000000000000015;155;46;78,99;78,99;10252
00000000000000000016;155;46;37,65;37,65;10370
00000000000000000017;155;233;14,5;14,5;10485
00000000000000000018;155;46;27,94;27,94;10358
00000000000000000019;155;673;10,44;10,44;10535
00000000000000000020;155;46;132,24;132,24;10159
00000000000000000021;155;46;298,11;298,11;10095
00000000000000000022;155;46;124,43;124,43;10187
00000000000000000023;155;46;57,57;57,57;10272
00000000000000000024;155;46;98,93;98,93;10152
00000000000000000025;155;199;58,85;58,85;10202
00000000000000000026;155;46;32,43;32,43;10317
00000000000000000027;155;46;35,6;35,6;10368
00000000000000000028;155;46;194,54;194,54;10094
00000000000000000029;155;46;71,04;71,04;10225
00000000000000000030;155;1231;452,02;452,02;9924
00000000000000000031;155;46;122,08;122,08;10109
00000000000000000032;155;683;5893,27;5893,27;9525
00000000000000000033;155;588;3379,04;3379,04;9517
00000000000000000034;155;46;3841,52;3841,52;9814
00000000000000000035;155;46;170,01;170,01;10108
00000000000000000036;155;916;73,54;73,54;10228
00000000000000000037;155;46;36,61;36,61;10240
00000000000000000038;155;46;38,2;38,2;10319
00000000000000000039;155;46;26,24;26,24;10351
00000000000000000040;155;46;69,16;69,16;10261
00000000000000000041;155;840;47,29;47,29;10217
00000000000000000042;155;46;37,34;37,34;10276
00000000000000000043;155;46;69,16;69,16;10247
00000000000000000044;155;46;14,96;14,96;10437
00000000000000000045;155;916;6723,32;6723,32;9704
00000000000000000046;155;46;209,82;209,82;10115
00000000000000000047;155;46;126,78;126,78;10178
00000000000000000048;155;46;82,25;82,25;10176
00000000000000000049;155;994;3,27;3,27;10101
00000000000000000050;155;46;180,19;180,19;10127
00000000000000000001;156;923;344,09;344,09;10205
00000000000000000002;156;644;7268,35;7268,35;9774
00000000000000000003;156;1374;13,22;13,22;10541
00000000000000000004;156;49;270,05;270,05;10244
00000000000000000005;156;916;431,73;431,73;10199
00000000000000000006;156;923;267,97;267,97;10235
00000000000000000007;156;49;267,8;267,8;10243
00000000000000000008;156;1030;464,51;464,51;10205
00000000000000000009;156;990;7,91;7,91;10654
00000000000000000010;156;923;8192,97;8192,97;9620
00000000000000000011;156;49;270,05;270,05;10244
00000000000000000012;156;923;273,39;273,39;10228
00000000000000000013;156;1030;1990,84;1990,84;9871
00000000000000000014;156;916;341,74;341,74;10228
00000000000000000015;156;689;904,02;904,02;9774
00000000000000000016;156;1030;746,82;746,82;10151
00000000000000000017;156;916;138,04;138,04;10169
00000000000000000018;156;215;142,57;142,57;10241
00000000000000000019;156;917;309,88;309,88;10178
00000000000000000020;156;923;267,97;267,97;10235
00000000000000000021;156;1030;516,12;516,12;10205
00000000000000000022;156;916;345,38;345,38;10199
00000000000000000023;156;1584;361,75;361,75;10235
00000000000000000024;156;1029;8,56;8,56;10236
00000000000000000025;156;764;67,78;67,78;10031
00000000000000000026;156;49;251,71;251,71;10243
00000000000000000027;156;49;250,37;250,37;10235
00000000000000000028;156;1030;1591,93;1591,93;10085
00000000000000000029;156;1025;4775,3;4775,3;9393
00000000000000000030;156;84;3759,35;3759,35;9389
00000000000000000031;156;923;6690,43;6690,43;9690
00000000000000000032;156;1327;16,52;16,52;10534
00000000000000000033;156;588;6923,84;6923,84;9924
00000000000000000034;156;923;399,87;399,87;10178
00000000000000000035;156;588;1762,34;1762,34;10041
00000000000000000036;156;49;364,23;364,23;10178
00000000000000000037;156;923;267,07;267,07;10236
00000000000000000038;156;1030;504;504;10210
00000000000000000039;156;1584;478,43;478,43;10228
00000000000000000040;156;916;341,73;341,73;10228
00000000000000000041;156;923;1498,44;1498,44;10048
00000000000000000042;156;250;439,05;439,05;10065
00000000000000000043;156;916;756,53;756,53;10138
00000000000000000044;156;37;343,89;343,89;10123
00000000000000000045;156;1006;7,08;7,08;10558
00000000000000000046;156;781;80,61;80,61;10079
00000000000000000047;156;923;271,48;271,48;10230
00000000000000000048;156;781;519,1;519,1;10000
00000000000000000049;156;923;267,97;267,97;10235
00000000000000000050;156;781;211,34;211,34;10054
00000000000000000001;158;326;5664,41;5664,41;9822
00000000000000000002;158;1340;1105,63;1105,63;9876
00000000000000000003;158;201;124,31;124,31;10097
00000000000000000001;160;2419;2343,25;2343,25;2270
00000000000000000002;160;184;13588,73;13588,73;1939
00000000000000000003;160;440;9909,07;9909,07;598
00000000000000000004;160;630;1512,73;1512,73;2611
00000000000000000005;160;3448;1180,48;1180,48;1290
00000000000000000006;160;1330;7091,69;7091,69;1293
00000000000000000007;160;141;5705,93;5705,93;2122
00000000000000000008;160;1241;5239,87;5239,87;443
00000000000000000009;160;1854;2882,98;2882,98;2580
00000000000000000010;160;143;871,84;2,62;0
00000000000000000011;160;3441;9293,67;9293,67;1372
00000000000000000012;160;3802;31041,5;31041,5;2703
00000000000000000013;160;3715;14855,06;14855,06;2543
00000000000000000014;160;631;5420,18;5420,18;291
00000000000000000015;160;3204;2078,4;10,39;0
00000000000000000016;160;698;31278,36;156,39;0
00000000000000000017;160;385;1578,39;1578,39;335
00000000000000000018;160;555;127,99;127,99;458
00000000000000000019;160;118;3853,28;3853,28;2467
00000000000000000020;160;1245;9485,06;9485,06;703
00000000000000000021;160;2892;9369,76;9369,76;2532
00000000000000000022;160;2892;4003,9;4003,9;289
00000000000000000023;160;3020;4227,08;4227,08;2028
00000000000000000024;160;3043;7605,63;7605,63;2228
00000000000000000025;160;124;2350,69;11,75;0
00000000000000000026;160;3221;31745,96;31745,96;2459
00000000000000000027;160;289;10547,08;10547,08;2516
00000000000000000028;160;189;2982,11;14,91;0
00000000000000000029;160;4075;12012,67;12012,67;2057
00000000000000000030;160;2183;3275,88;3275,88;1776
00000000000000000031;160;4145;28926,71;28926,71;2697
00000000000000000032;160;504;5603,55;5603,55;1841
00000000000000000033;160;4580;21894,28;21894,28;1835
00000000000000000034;160;823;11560,11;11560,11;2493
00000000000000000035;160;132;0;0;0
00000000000000000036;160;12;2879,23;2879,23;2013
00000000000000000037;160;2266;5770,58;2885,29;0
00000000000000000038;160;113;11486,75;11486,75;2525
00000000000000000039;160;1207;16575,01;16575,01;1083
00000000000000000040;160;1367;7756,63;38,78;0
00000000000000000041;160;4087;17235,16;17235,16;1929
00000000000000000042;160;446;4611,4;4611,4;2064
00000000000000000043;160;4488;12761,43;12761,43;1718
00000000000000000044;160;1148;16973,02;16973,02;2506
00000000000000000045;160;475;3264,81;51,68;0
00000000000000000046;160;917;15520,89;15520,89;2453
00000000000000000047;160;601;5987,06;5987,06;715
00000000000000000048;160;3256;1713,57;8,57;0
00000000000000000049;160;3711;13680,02;1368;68
00000000000000000050;160;812;3580,15;3580,15;2079
00000000000000000001;167;2170;2668,73;2668,73;4524
00000000000000000002;167;2170;2194,53;2194,53;4492
00000000000000000003;167;2170;2126,9;2126,9;4553
00000000000000000004;167;1901;1596,79;1596,79;4829
